Complaint Id,Randomized Officer Id,CCRB Substantiated Officer Disposition,Board Discipline Recommendation,Non-APU NYPD Penalty Report Date,Officer is_APU,APU CCRB Trial Recommended Penalty,APU Trial Commissioner Recommended Penalty,APU Plea Agreed Penalty,APU Case Status,APU Closing Date,NYPD Officer Penalty
202004010,70179,Substantiated (Command Discipline A),Substantiated (Command Discipline B),,No,,,,,,
202004012,14477,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004022,22370,Substantiated (Command Discipline B),Substantiated (Command Discipline B),07/28/2022,No,,,,,,No penalty
202004031,71833,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004031,71837,Substantiated (Command Discipline B),Substantiated (Command Discipline B),11/28/2022,No,,,,,,No penalty
202004031,71857,Substantiated (Command Discipline B),Substantiated (Command Discipline B),11/28/2022,No,,,,,,No penalty
202004031,71891,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004031,72084,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/28/2022,No,,,,,,No penalty
202004046,2578,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004048,16724,Substantiated (Charges),Substantiated (Charges),,Yes,,,Forfeit vacation 10 days,Closed: Resolved by plea,08/23/2022,Forfeit vacation 10 days
202004048,22446,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004055,43207,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,No,,,,,,
202004055,72163,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004058,17807,Substantiated (Command Discipline A),,01/28/2022,No,,,,,,Command Discipline - A
202004061,8719,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/28/2022,No,,,,,,No penalty
202004061,8837,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/28/2022,No,,,,,,No penalty
202004061,8853,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004061,59724,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004071,23838,Substantiated (Command Discipline A),Substantiated (Command Discipline A),01/28/2022,No,,,,,,Command Discipline - A
202004084,44589,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004110,24154,Substantiated (Command Discipline A),,02/28/2022,No,,,,,,Command Discipline - A (Vacation: 1 day)
202004112,69618,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004123,2632,Substantiated (Command Discipline A),Substantiated (Command Discipline A),12/28/2021,No,,,,,,Formalized Training
202004123,66511,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004155,21554,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004183,52076,Substantiated (Charges),Substantiated (Charges),,Yes,,,,"Closed: Retained, with discipline",05/02/2022,Command Discipline B 10 days
202004203,9643,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004203,38165,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004214,10645,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004217,65705,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202004217,65706,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202004217,65713,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202004217,87213,Substantiated (Command Discipline A),Substantiated (Command Discipline B),,No,,,,,,
202004222,32447,Substantiated (Charges),Substantiated (Charges),,Yes,,,,"Closed: Retained, without discipline",05/02/2022,
202004238,70885,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,Resigned
202004239,8485,Substantiated (Command Discipline A),Substantiated (Command Discipline B),,No,,,,,,
202004250,20371,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004254,21318,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004257,73078,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004300,26888,Substantiated (Command Discipline B),,12/28/2021,No,,,,,,No penalty
202004301,4172,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: Retired,04/22/2022,
202004301,9027,Substantiated (Charges),Substantiated (Charges),,Yes,,,,"Closed: Retained, with discipline",12/23/2022,Forfeit vacation 10 days
202004301,43207,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202004301,62020,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004301,71852,Substantiated (Charges),Substantiated (Charges),,Yes,,,Forfeit vacation 15 days,Closed: Resolved by plea,09/14/2022,Forfeit vacation 15 days
202004301,71995,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004301,78030,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004301,78134,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202004307,2887,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004307,78062,Substantiated (Command Discipline B),Substantiated (Command Discipline B),03/28/2022,No,,,,,,No penalty
202004307,78166,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004315,38165,Substantiated (Command Discipline B),Substantiated (Command Discipline B),04/28/2022,No,,,,,,Command Discipline - B (Vacation: 5 days)
202004315,78562,Substantiated (Command Discipline A),Substantiated (Command Discipline A),04/28/2022,No,,,,,,No penalty
202004324,19837,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004324,87229,Substantiated (Command Discipline A),Substantiated (Command Discipline B),11/28/2022,No,,,,,,No penalty
202004326,39172,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004326,57856,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004326,58004,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004332,15390,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202004343,5940,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202004351,19094,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,No penalty
202004358,2978,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
202004358,12250,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
202004402,78465,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004408,20524,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004415,44364,Substantiated (Command Discipline B),Substantiated (Command Discipline B),08/28/2022,No,,,,,,No penalty
202004437,35883,Substantiated (Charges),,,Yes,Terminated,Forfeit vacation 40 days,,Closed: Guilty after trial,11/04/2021,Forfeit vacation 40 days
202004452,13712,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,No penalty
202004452,14005,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,No penalty
202004452,14310,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,No penalty
202004470,7155,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004474,86235,Substantiated (Command Discipline A),Substantiated (Command Discipline A),03/28/2022,No,,,,,,No penalty
202004488,70522,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,Command Discipline - A
202004493,78377,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,Command Discipline - A
202004516,24723,Substantiated (Command Discipline B),Substantiated (Command Discipline B),05/28/2022,No,,,,,,No penalty
202004517,17556,Substantiated (Command Discipline B),Substantiated (Command Discipline B),05/28/2022,No,,,,,,No penalty
202004517,27150,Substantiated (Command Discipline B),Substantiated (Command Discipline B),05/28/2022,No,,,,,,No penalty
202004549,15122,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
202004549,19248,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
202004550,41374,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: Retired,08/11/2021,
202004551,8766,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004551,31689,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004557,37551,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
202004567,19511,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004586,80090,Substantiated (Command Discipline A),Substantiated (Command Discipline B),05/28/2022,No,,,,,,Command Discipline - A (Vacation: 3 days)
202004586,80091,Substantiated (Command Discipline A),Substantiated (Command Discipline B),05/28/2022,No,,,,,,Command Discipline - A (Vacation: 3 days)
202004591,49021,Substantiated (Command Discipline A),Substantiated (Command Discipline A),12/28/2021,No,,,,,,Command Discipline - A (Vacation: 0.25 days)
202004592,44553,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004642,23001,Substantiated (Command Discipline A),,03/28/2021,No,,,,,,Closed Administratively (Command Discipline - B)
202004643,32421,Substantiated (Command Discipline A),,02/28/2022,No,,,,,,Command Discipline - A
202004644,36115,Substantiated (Command Discipline A),,02/28/2022,No,,,,,,Command Discipline - A
202004651,57736,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,Command Discipline - A
202004652,14791,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004652,47210,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202004661,16628,Substantiated (Command Discipline B),Substantiated (Command Discipline B),05/28/2022,No,,,,,,No penalty
202004677,11054,Substantiated (Command Discipline A),Substantiated (Command Discipline A),04/28/2022,No,,,,,,Command Discipline - A
202004679,78355,Substantiated (Command Discipline B),,11/28/2021,No,,,,,,Retired
202004684,39294,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004759,21589,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,Command Discipline - A
202004780,33291,Substantiated (Command Discipline A),,10/28/2021,No,,,,,,Command Discipline - A
202004800,1,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202004800,904,Substantiated (Command Discipline B),Substantiated (Command Discipline B),04/28/2022,No,,,,,,No penalty
202004800,937,Substantiated (Command Discipline B),Substantiated (Command Discipline B),04/28/2022,No,,,,,,No penalty
202004800,33314,Substantiated (Command Discipline B),Substantiated (Command Discipline B),04/28/2022,No,,,,,,No penalty
202004800,58754,Substantiated (Command Discipline B),Substantiated (Command Discipline B),04/28/2022,No,,,,,,No penalty
202004819,3612,Substantiated (Command Discipline A),Substantiated (Command Discipline A),04/28/2022,No,,,,,,No penalty
202004819,86406,Substantiated (Command Discipline A),Substantiated (Command Discipline A),04/28/2022,No,,,,,,No penalty
202004841,32723,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,No penalty
202004841,32901,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,No penalty
202004841,49542,Substantiated (Command Discipline B),Substantiated (Command Discipline B),05/28/2022,No,,,,,,No penalty
202004861,32706,Substantiated (Command Discipline A),Substantiated (Command Discipline B),05/28/2022,No,,,,,,No penalty
202004861,32814,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,No penalty
202004899,78860,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004905,11097,Substantiated (Command Discipline B),Substantiated (Command Discipline B),05/28/2022,No,,,,,,No penalty
202004976,7416,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004976,7421,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004990,37748,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202004993,15765,Substantiated (Command Discipline A),Substantiated (Command Discipline A),04/28/2022,No,,,,,,Command Discipline - A
202005005,21838,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005010,20760,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2022,No,,,,,,Command Discipline - A
202005010,20785,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2022,No,,,,,,Command Discipline - A
202005010,20786,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2022,No,,,,,,Command Discipline - A
202005010,20827,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2022,No,,,,,,Command Discipline - A
202005033,70977,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,Command Discipline - A
202005051,78019,Substantiated (Command Discipline B),Substantiated (Command Discipline B),09/28/2022,No,,,,,,Retired
202005055,53121,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005066,27212,Substantiated (Command Discipline A),Substantiated (Command Discipline A),04/28/2022,No,,,,,,Command Discipline - A
202005086,26556,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005086,26561,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005168,85707,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005170,15552,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005192,84529,Substantiated (Command Discipline A),Substantiated (Command Discipline A),04/28/2022,No,,,,,,Command Discipline - A (Vacation: 5 days)
202005246,13232,Substantiated (Command Discipline A),Substantiated (Command Discipline B),05/28/2022,No,,,,,,Command Discipline - B (Vacation: 10 days)
202005295,56437,Substantiated (Command Discipline B),Substantiated (Command Discipline B),07/28/2022,No,,,,,,Command Discipline - B (Vacation: 8 days)
202005365,78350,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,Command Discipline - A
202005397,34857,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,Command Discipline - A
202005404,11725,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,Closed Administratively (Instructions)
202005423,12899,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,Command Discipline - A
202005426,16265,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,Command Discipline - A
202005460,14791,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005507,1119,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
202005520,21498,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/28/2021,No,,,,,,No penalty
202005543,11578,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/28/2022,No,,,,,,No penalty
202005543,83094,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/28/2022,No,,,,,,No penalty
202005565,22788,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
202005568,51880,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
202005608,376,Substantiated (Command Discipline A),Substantiated (Command Discipline A),04/28/2022,No,,,,,,Command Discipline - A (Vacation: 0.13 days)
202005608,423,Substantiated (Command Discipline A),Substantiated (Command Discipline A),04/28/2022,No,,,,,,Command Discipline - A (Vacation: 0.13 days)
202005608,78285,Substantiated (Command Discipline A),Substantiated (Command Discipline A),04/28/2022,No,,,,,,Command Discipline - A (Vacation: 0.13 days)
202005638,38137,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
202005641,30785,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,Command Discipline - A
202005648,64698,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005648,64703,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005648,86980,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/28/2022,No,,,,,,No penalty
202005664,72469,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005664,78590,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005664,85832,Substantiated (Command Discipline B),Substantiated (Command Discipline B),04/28/2022,No,,,,,,No penalty
202005671,23745,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,Closed Administratively (Instructions)
202005678,11034,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005679,24713,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,Command Discipline - A
202005679,24870,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005702,38104,Substantiated (Command Discipline A),Substantiated (Command Discipline A),01/28/2022,No,,,,,,Command Discipline - A
202005710,19699,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,Command Discipline - A
202005783,4580,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005784,26037,Substantiated (Command Discipline B),Substantiated (Command Discipline B),08/28/2022,No,,,,,,No penalty
202005786,32707,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005820,3981,Substantiated (Charges),Substantiated (Charges),,Yes,,,,"Closed: Previously adjudicated, with discipline",11/10/2020,Instructions
202005852,7183,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005853,73083,Substantiated (Command Discipline B),Substantiated (Command Discipline B),05/28/2022,No,,,,,,No penalty
202005855,5110,Substantiated (Command Discipline A),Substantiated (Command Discipline B),05/28/2022,No,,,,,,No penalty
202005863,65084,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005899,23809,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,Command Discipline - A
202005916,17607,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005916,17979,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202005973,60034,Substantiated (Command Discipline A),Substantiated (Command Discipline B),08/28/2022,No,,,,,,No penalty
202005973,60052,Substantiated (Command Discipline A),Substantiated (Command Discipline B),08/28/2022,No,,,,,,No penalty
202005973,60105,Substantiated (Command Discipline A),Substantiated (Command Discipline B),08/28/2022,No,,,,,,No penalty
202005979,5626,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202005979,5825,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202005979,56395,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202005986,60804,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2022,No,,,,,,No penalty
202005986,60813,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2022,No,,,,,,No penalty
202005986,78965,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2022,No,,,,,,No penalty
202005989,4520,Substantiated (Formalized Training),Substantiated (Formalized Training),06/28/2022,No,,,,,,Formalized Training
202005989,4662,Substantiated (Formalized Training),Substantiated (Formalized Training),06/28/2022,No,,,,,,Resigned
202006027,19453,Substantiated (Command Discipline B),Substantiated (Command Discipline B),09/28/2022,No,,,,,,No penalty
202006027,43822,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2022,No,,,,,,No penalty
202006048,44789,Substantiated (Command Discipline B),Substantiated (Command Discipline B),10/28/2022,No,,,,,,No penalty
202006059,9680,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006070,35883,Substantiated (Charges),,,Yes,Terminated,Forfeit vacation 40 days,,Closed: Guilty after trial,11/04/2021,Forfeit vacation 40 days
202006095,22475,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202006095,22613,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202006125,27140,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,Yes,,,,Pending,,APU - Decision Pending
202006126,78474,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,Yes,,,,Pending,,APU - Decision Pending
202006156,32707,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2022,No,,,,,,No penalty
202006159,42455,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006159,50602,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/28/2022,No,,,,,,No penalty
202006162,6287,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006162,22680,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/28/2022,No,,,,,,No penalty
202006162,52007,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006163,67556,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
202006168,8656,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,No,,,,,,
202006169,46618,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006174,9776,Substantiated (Command Discipline A),Substantiated (Command Discipline B),05/28/2022,No,,,,,,No penalty
202006174,52114,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,No penalty
202006195,78580,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,Closed Administratively (Instructions)
202006197,6233,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,No,,,,,,
202006197,46268,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202006197,71995,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,No,,,,,,
202006197,71997,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006197,72128,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,No,,,,,,
202006201,9905,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/28/2022,No,,,,,,No penalty
202006201,22293,Substantiated (Command Discipline B),Substantiated (Command Discipline B),11/28/2022,No,,,,,,Closed Administratively (Command Discipline - A)
202006201,29313,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/28/2022,No,,,,,,Closed Administratively (Command Discipline - A)
202006201,47164,Substantiated (Command Discipline A),Substantiated (Command Discipline A),11/28/2022,No,,,,,,No penalty
202006201,65079,Substantiated (Command Discipline B),Substantiated (Command Discipline B),11/28/2022,No,,,,,,No penalty
202006216,12811,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202006216,13117,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202006217,19012,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006219,25163,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006219,25215,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
202006232,13313,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2022,No,,,,,,Command Discipline - A
202006254,10645,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006265,72306,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202006265,72456,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
202006271,77589,Substantiated (Command Discipline A),Substantiated (Command Discipline B),07/28/2022,No,,,,,,No penalty
202006271,87467,Substantiated (Command Discipline B),Substantiated (Command Discipline B),07/28/2022,No,,,,,,No penalty
202006283,56646,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
202006283,72472,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
202006325,3313,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006337,22394,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202006337,22461,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202006337,22613,Substantiated (Command Discipline A),Substantiated (Command Discipline B),,No,,,,,,
202006351,49428,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006363,33186,Substantiated (Command Discipline A),Substantiated (Command Discipline B),05/28/2022,No,,,,,,No penalty
202006433,5713,Substantiated (Command Discipline B),Substantiated (Command Discipline B),05/28/2022,No,,,,,,Command Discipline - B (Vacation: 10 days)
202006444,12832,Substantiated (Command Discipline B),Substantiated (Command Discipline B),05/28/2022,No,,,,,,No penalty
202006444,12942,Substantiated (Command Discipline B),Substantiated (Command Discipline B),05/28/2022,No,,,,,,Resigned
202006463,85133,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006494,1457,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006515,28256,Substantiated (Command Discipline A),Substantiated (Command Discipline B),11/28/2021,No,,,,,,No penalty
202006517,23808,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
202006527,52079,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006527,85829,Substantiated (Command Discipline A),Substantiated (Command Discipline A),04/28/2022,No,,,,,,Command Discipline - A
202006547,78570,Substantiated (Command Discipline B),Substantiated (Command Discipline B),03/28/2022,No,,,,,,No penalty
202006569,31186,Substantiated (Command Discipline B),Substantiated (Command Discipline B),07/28/2022,No,,,,,,No penalty
202006569,83080,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2022,No,,,,,,No penalty
202006647,34900,Substantiated (Command Discipline A),Substantiated (Command Discipline B),05/28/2022,No,,,,,,No penalty
202006659,18141,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006659,18354,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202006683,33354,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
202006684,22293,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006684,65074,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006684,65084,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006684,85204,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006712,20348,Substantiated (Command Discipline B),Substantiated (Command Discipline B),05/28/2022,No,,,,,,No penalty
202006718,54227,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
202006731,82461,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,No penalty
202006753,52133,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
